Codigo,Nombre,Seccion,Profesor,Dia,HoraInicio,HoraFin,Sala,Créditos
FGD9067,CURSO DEPORTIVO ZUMBA,,LAGOS JENIFER ANDREA,Martes,13:00,14:20,,5.0
FGD9067,CURSO DEPORTIVO ZUMBA,,LAGOS JENIFER ANDREA,Jueves,13:00,14:20,,5.0
FGD9067,CURSO DEPORTIVO ZUMBA,,LAGOS JENIFER ANDREA,Martes,14:30,15:50,,5.0
FGD9067,CURSO DEPORTIVO ZUMBA,,LAGOS JENIFER ANDREA,Jueves,14:30,15:50,,5.0
FGD9068,CURSO DEPORTIVO TAI-CHI,,POBLETE JORGE IGNACIO,Martes,10:00,11:20,,5.0
FGD9068,CURSO DEPORTIVO TAI-CHI,,POBLETE JORGE IGNACIO,Jueves,10:00,11:20,,5.0
FGD9068,CURSO DEPORTIVO TAI-CHI,,POBLETE JORGE IGNACIO,Martes,11:30,12:50,,5.0
FGD9068,CURSO DEPORTIVO TAI-CHI,,POBLETE JORGE IGNACIO,Jueves,11:30,12:50,,5.0
FGD9069,MEDITACIÓN EN MOVIMIENTO,,MAHIAS MARIELA FABIOLA,Lunes,11:30,12:50,,5.0
FGD9069,MEDITACIÓN EN MOVIMIENTO,,MAHIAS MARIELA FABIOLA,Miércoles,11:30,12:50,,5.0
FGD9069,MEDITACIÓN EN MOVIMIENTO,,MAHIAS MARIELA FABIOLA,Lunes,13:00,14:20,,5.0
FGD9069,MEDITACIÓN EN MOVIMIENTO,,MAHIAS MARIELA FABIOLA,Miércoles,13:00,14:20,,5.0
FGD9070,FUTBOLITO MIXTO,,HERRERA FELIPE MARTINIANO,Martes,11:30,12:50,,5.0
FGD9070,FUTBOLITO MIXTO,,HERRERA FELIPE MARTINIANO,Jueves,11:30,12:50,,5.0
FGD9071,NUTRICIÓN Y VIDA SALUDABLE,,MORALES CASSANDRA CAMILA,Jueves,08:30,09:50,,5.0
FGD9072,VÓLEYBOL,,MEZA VICENTE IGNACIO,Martes,14:30,15:50,,5.0
FGD9072,VÓLEYBOL,,MEZA VICENTE IGNACIO,Jueves,14:30,15:50,,5.0
